group,kind,insertion_type,insertion,temp_c,test_number,test_name,freq_ghz,lut,lo_idac,pa_channel,corr_median,corr_mean,n,mad_multiplier
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S2,-40,53261,TXPA_81FwLu182Tx3_D095,81,182.0,,TX3,11.502899139334199,11.47441531490672,11921,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S2,-40,53262,TXPA_81FwLu182Tx4_D095,81,182.0,,TX4,11.504548139334199,11.474944742483542,11939,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S2,-40,53263,TXPA_81FwLu182Tx5_D095,81,182.0,,TX5,11.488392139334199,11.461716571074097,11903,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S2,-40,53264,TXPA_81FwLu182Tx6_D095,81,182.0,,TX6,11.4993611393342,11.470894845517604,11919,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S2,-40,53265,TXPA_81FwLu182Tx7_D095,81,182.0,,TX7,11.505208139334199,11.479079687621065,11908,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S2,-40,53266,TXPA_81FwLu182Tx8_D095,81,182.0,,TX8,11.4697231393342,11.439971835560138,11897,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53259,TXPA_81FwLu182Tx1_D095,81,182.0,,TX1,11.4553370693342,11.429746666906889,11453,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53260,TXPA_81FwLu182Tx2_D095,81,182.0,,TX2,11.4926220693342,11.46608732029574,11440,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53261,TXPA_81FwLu182Tx3_D095,81,182.0,,TX3,11.5087970693342,11.4813878745256,11442,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53262,TXPA_81FwLu182Tx4_D095,81,182.0,,TX4,11.5202110693342,11.491734363354281,11455,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53263,TXPA_81FwLu182Tx5_D095,81,182.0,,TX5,11.4995140693342,11.475089172206905,11383,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53264,TXPA_81FwLu182Tx6_D095,81,182.0,,TX6,11.5030930693342,11.47740499647956,11420,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53265,TXPA_81FwLu182Tx7_D095,81,182.0,,TX7,11.5113795693342,11.488953891611168,11366,5.0
TXPA LUT182 @ 81GHz tests 53259-53266,TXPA,FE,S3,25,53266,TXPA_81FwLu182Tx8_D095,81,182.0,,TX8,11.481182069334201,11.456591129929615,11387,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55235,TXPC_76FwLu195Tx1_D095,76,195.0,,TX1,11.8450046987256,11.854098163665304,11195,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55236,TXPC_76FwLu195Tx2_D095,76,195.0,,TX2,11.8740476987256,11.887425105302315,11191,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55237,TXPC_76FwLu195Tx3_D095,76,195.0,,TX3,11.8906311987256,11.903542391634039,11140,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55238,TXPC_76FwLu195Tx4_D095,76,195.0,,TX4,11.8968636987256,11.908776815518474,11225,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55239,TXPC_76FwLu195Tx5_D095,76,195.0,,TX5,11.8722766987256,11.887882525144422,11136,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55240,TXPC_76FwLu195Tx6_D095,76,195.0,,TX6,11.8756911987256,11.889819287359128,11226,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55241,TXPC_76FwLu195Tx7_D095,76,195.0,,TX7,11.884012698725599,11.904645753292302,11124,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S1,135,55242,TXPC_76FwLu195Tx8_D095,76,195.0,,TX8,11.872797698725599,11.891236183988,11128,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55235,TXPC_76FwLu195Tx1_D095,76,195.0,,TX1,12.9652095987256,12.95702590225226,11966,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55236,TXPC_76FwLu195Tx2_D095,76,195.0,,TX2,12.9917795987256,12.982272303403963,11970,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55237,TXPC_76FwLu195Tx3_D095,76,195.0,,TX3,13.0048595987256,12.998813155998556,11969,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55238,TXPC_76FwLu195Tx4_D095,76,195.0,,TX4,13.008739598725601,12.995528787452113,11975,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55239,TXPC_76FwLu195Tx5_D095,76,195.0,,TX5,12.9899985987256,12.979804252693853,11970,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55240,TXPC_76FwLu195Tx6_D095,76,195.0,,TX6,13.0016035987256,12.994461911538831,11972,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55241,TXPC_76FwLu195Tx7_D095,76,195.0,,TX7,13.005562098725601,13.003233060604884,11962,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S2,-40,55242,TXPC_76FwLu195Tx8_D095,76,195.0,,TX8,12.9782575987256,12.970624410823522,11969,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55235,TXPC_76FwLu195Tx1_D095,76,195.0,,TX1,12.867234798725601,12.851195814764711,11659,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55236,TXPC_76FwLu195Tx2_D095,76,195.0,,TX2,12.8961957987256,12.880351314542144,11665,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55237,TXPC_76FwLu195Tx3_D095,76,195.0,,TX3,12.911859798725601,12.893989345348844,11668,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55238,TXPC_76FwLu195Tx4_D095,76,195.0,,TX4,12.916886798725601,12.89770970731808,11673,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55239,TXPC_76FwLu195Tx5_D095,76,195.0,,TX5,12.8910027987256,12.874770863111745,11664,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55240,TXPC_76FwLu195Tx6_D095,76,195.0,,TX6,12.9041477987256,12.888362224469022,11669,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55241,TXPC_76FwLu195Tx7_D095,76,195.0,,TX7,12.9090592987256,12.896490745059104,11646,5.0
TXPA LUT195 @ 76GHz tests 55235-55242,TXPA,FE,S3,25,55242,TXPC_76FwLu195Tx8_D095,76,195.0,,TX8,12.8880692987256,12.873306841864537,11660,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54235,TXPB_77FwLu195Tx1_D095,77,195.0,,TX1,11.5512209113273,11.573683729757706,10971,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54236,TXPB_77FwLu195Tx2_D095,77,195.0,,TX2,11.5813699113273,11.603046783280176,11035,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54237,TXPB_77FwLu195Tx3_D095,77,195.0,,TX3,11.5944059113273,11.616764855487883,10960,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54238,TXPB_77FwLu195Tx4_D095,77,195.0,,TX4,11.6040224113273,11.62851562361628,11018,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54239,TXPB_77FwLu195Tx5_D095,77,195.0,,TX5,11.5785989113273,11.605371213986535,10943,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54240,TXPB_77FwLu195Tx6_D095,77,195.0,,TX6,11.5834279113273,11.609316279743572,11012,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54241,TXPB_77FwLu195Tx7_D095,77,195.0,,TX7,11.5924139113273,11.623225821425258,10923,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S1,135,54242,TXPB_77FwLu195Tx8_D095,77,195.0,,TX8,11.5787404113273,11.609036529912343,10912,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54235,TXPB_77FwLu195Tx1_D095,77,195.0,,TX1,12.578735491327297,12.566278911671667,11964,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54236,TXPB_77FwLu195Tx2_D095,77,195.0,,TX2,12.605008491327299,12.592664611323956,11967,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54237,TXPB_77FwLu195Tx3_D095,77,195.0,,TX3,12.615784991327299,12.607084374540808,11962,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54238,TXPB_77FwLu195Tx4_D095,77,195.0,,TX4,12.6220424913273,12.605753882624384,11973,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54239,TXPB_77FwLu195Tx5_D095,77,195.0,,TX5,12.599747491327298,12.587180404338078,11967,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54240,TXPB_77FwLu195Tx6_D095,77,195.0,,TX6,12.615571491327298,12.604559115606689,11969,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54241,TXPB_77FwLu195Tx7_D095,77,195.0,,TX7,12.618918491327298,12.611379229643493,11961,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S2,-40,54242,TXPB_77FwLu195Tx8_D095,77,195.0,,TX8,12.588706491327297,12.577784927541977,11962,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54235,TXPB_77FwLu195Tx1_D095,77,195.0,,TX1,12.577303441327299,12.558615487457356,11641,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54236,TXPB_77FwLu195Tx2_D095,77,195.0,,TX2,12.6083294413273,12.588608379369004,11653,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54237,TXPB_77FwLu195Tx3_D095,77,195.0,,TX3,12.6210774413273,12.599743522271506,11650,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54238,TXPB_77FwLu195Tx4_D095,77,195.0,,TX4,12.6288054413273,12.606698240228681,11651,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54239,TXPB_77FwLu195Tx5_D095,77,195.0,,TX5,12.6005464413273,12.581597796880946,11641,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54240,TXPB_77FwLu195Tx6_D095,77,195.0,,TX6,12.6150949413273,12.596385690168898,11654,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54241,TXPB_77FwLu195Tx7_D095,77,195.0,,TX7,12.6194234413273,12.604544229360014,11615,5.0
TXPA LUT195 @ 77GHz tests 54235-54242,TXPA,FE,S3,25,54242,TXPB_77FwLu195Tx8_D095,77,195.0,,TX8,12.5968204413273,12.578887981665817,11639,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53267,TXPA_81FwLu195Tx1_D095,81,195.0,,TX1,11.153822874334175,11.214698604393755,10406,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53268,TXPA_81FwLu195Tx2_D095,81,195.0,,TX2,11.189407874334176,11.251343280179885,10435,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53269,TXPA_81FwLu195Tx3_D095,81,195.0,,TX3,11.205897874334173,11.264326186618245,10420,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53270,TXPA_81FwLu195Tx4_D095,81,195.0,,TX4,11.223407874334175,11.286874529645566,10421,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53271,TXPA_81FwLu195Tx5_D095,81,195.0,,TX5,11.199342874334175,11.258770680934328,10424,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53272,TXPA_81FwLu195Tx6_D095,81,195.0,,TX6,11.192647874334174,11.255396955888688,10447,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53273,TXPA_81FwLu195Tx7_D095,81,195.0,,TX7,11.203027874334175,11.267760999322174,10417,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S1,135,53274,TXPA_81FwLu195Tx8_D095,81,195.0,,TX8,11.182527874334173,11.245520487865845,10420,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53267,TXPA_81FwLu195Tx1_D095,81,195.0,,TX1,11.929337474334199,11.90087782095945,11912,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53268,TXPA_81FwLu195Tx2_D095,81,195.0,,TX2,11.963675474334199,11.933729197415,11906,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53269,TXPA_81FwLu195Tx3_D095,81,195.0,,TX3,11.9818724743342,11.952055509013855,11909,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53270,TXPA_81FwLu195Tx4_D095,81,195.0,,TX4,11.983451474334199,11.952373714797014,11927,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53271,TXPA_81FwLu195Tx5_D095,81,195.0,,TX5,11.967090974334198,11.939412696481623,11884,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53272,TXPA_81FwLu195Tx6_D095,81,195.0,,TX6,11.9784454743342,11.948672449382505,11903,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53273,TXPA_81FwLu195Tx7_D095,81,195.0,,TX7,11.984270474334199,11.956934616939094,11893,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S2,-40,53274,TXPA_81FwLu195Tx8_D095,81,195.0,,TX8,11.9472264743342,11.917136070111098,11887,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53267,TXPA_81FwLu195Tx1_D095,81,195.0,,TX1,11.9142194343342,11.888420788469867,11425,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53268,TXPA_81FwLu195Tx2_D095,81,195.0,,TX2,11.951309434334199,11.925397755834771,11409,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53269,TXPA_81FwLu195Tx3_D095,81,195.0,,TX3,11.968119434334199,11.94042809113427,11419,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53270,TXPA_81FwLu195Tx4_D095,81,195.0,,TX4,11.978539434334198,11.950858413947463,11429,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53271,TXPA_81FwLu195Tx5_D095,81,195.0,,TX5,11.9572094343342,11.933925218394085,11355,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53272,TXPA_81FwLu195Tx6_D095,81,195.0,,TX6,11.9615694343342,11.935635972256163,11405,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53273,TXPA_81FwLu195Tx7_D095,81,195.0,,TX7,11.9699594343342,11.94842060505945,11334,5.0
TXPA LUT195 @ 81GHz tests 53267-53274,TXPA,FE,S3,25,53274,TXPA_81FwLu195Tx8_D095,81,195.0,,TX8,11.939819434334199,11.915867794904774,11357,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55243,TXPC_76FwLu244Tx1_D095,76,244.0,,TX1,12.727412948725599,12.752596903779716,10902,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55244,TXPC_76FwLu244Tx2_D095,76,244.0,,TX2,12.7550629487256,12.780773297976877,10952,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55245,TXPC_76FwLu244Tx3_D095,76,244.0,,TX3,12.7715329487256,12.799434485949865,10880,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55246,TXPC_76FwLu244Tx4_D095,76,244.0,,TX4,12.7756629487256,12.803382722839592,10948,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55247,TXPC_76FwLu244Tx5_D095,76,244.0,,TX5,12.750887948725598,12.779126692395323,10900,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55248,TXPC_76FwLu244Tx6_D095,76,244.0,,TX6,12.7561679487256,12.784550302470816,10974,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55249,TXPC_76FwLu244Tx7_D095,76,244.0,,TX7,12.764992948725599,12.79901536499442,10892,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S1,135,55250,TXPC_76FwLu244Tx8_D095,76,244.0,,TX8,12.7560229487256,12.790663087739878,10855,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55243,TXPC_76FwLu244Tx1_D095,76,244.0,,TX1,14.4750948987256,14.46465613670134,11955,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55244,TXPC_76FwLu244Tx2_D095,76,244.0,,TX2,14.4996148987256,14.488658111637456,11958,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55245,TXPC_76FwLu244Tx3_D095,76,244.0,,TX3,14.515084898725599,14.505114754004166,11954,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55246,TXPC_76FwLu244Tx4_D095,76,244.0,,TX4,14.516354898725599,14.500554176800465,11968,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55247,TXPC_76FwLu244Tx5_D095,76,244.0,,TX5,14.495044898725599,14.48407020385852,11962,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55248,TXPC_76FwLu244Tx6_D095,76,244.0,,TX6,14.5084798987256,14.500303721861675,11964,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55249,TXPC_76FwLu244Tx7_D095,76,244.0,,TX7,14.515934898725599,14.510099920066295,11949,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S2,-40,55250,TXPC_76FwLu244Tx8_D095,76,244.0,,TX8,14.4883148987256,14.479706609450044,11954,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55243,TXPC_76FwLu244Tx1_D095,76,244.0,,TX1,14.2883080487256,14.270512920256063,11637,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55244,TXPC_76FwLu244Tx2_D095,76,244.0,,TX2,14.3159930487256,14.298279737706032,11652,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55245,TXPC_76FwLu244Tx3_D095,76,244.0,,TX3,14.3330680487256,14.312979585271163,11643,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55246,TXPC_76FwLu244Tx4_D095,76,244.0,,TX4,14.3363030487256,14.315580756808663,11654,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55247,TXPC_76FwLu244Tx5_D095,76,244.0,,TX5,14.3093680487256,14.291381951353113,11646,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55248,TXPC_76FwLu244Tx6_D095,76,244.0,,TX6,14.3245830487256,14.306847594726287,11652,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55249,TXPC_76FwLu244Tx7_D095,76,244.0,,TX7,14.3297380487256,14.315678956018342,11628,5.0
TXPA LUT244 @ 76GHz tests 55243-55250,TXPA,FE,S3,25,55250,TXPC_76FwLu244Tx8_D095,76,244.0,,TX8,14.3116780487256,14.294507080762019,11643,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54243,TXPB_77FwLu244Tx1_D095,77,244.0,,TX1,12.450245441327299,12.489443097883528,10715,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54244,TXPB_77FwLu244Tx2_D095,77,244.0,,TX2,12.4816754413273,12.522936040601246,10743,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54245,TXPB_77FwLu244Tx3_D095,77,244.0,,TX3,12.4937154413273,12.534805479767254,10692,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54246,TXPB_77FwLu244Tx4_D095,77,244.0,,TX4,12.5013654413273,12.544945811242593,10743,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54247,TXPB_77FwLu244Tx5_D095,77,244.0,,TX5,12.4754504413273,12.52029110172408,10686,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54248,TXPB_77FwLu244Tx6_D095,77,244.0,,TX6,12.4797804413273,12.522071993680894,10792,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54249,TXPB_77FwLu244Tx7_D095,77,244.0,,TX7,12.4895304413273,12.537051672283237,10712,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S1,135,54250,TXPB_77FwLu244Tx8_D095,77,244.0,,TX8,12.4771154413273,12.525302630131941,10683,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54243,TXPB_77FwLu244Tx1_D095,77,244.0,,TX1,14.1245880413273,14.110278412968716,11947,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54244,TXPB_77FwLu244Tx2_D095,77,244.0,,TX2,14.1505480413273,14.135377875678508,11953,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54245,TXPB_77FwLu244Tx3_D095,77,244.0,,TX3,14.162338041327299,14.149806113293826,11950,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54246,TXPB_77FwLu244Tx4_D095,77,244.0,,TX4,14.166388041327298,14.14731435130891,11962,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54247,TXPB_77FwLu244Tx5_D095,77,244.0,,TX5,14.1437780413273,14.128116998998369,11954,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54248,TXPB_77FwLu244Tx6_D095,77,244.0,,TX6,14.160183041327299,14.146760944337334,11960,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54249,TXPB_77FwLu244Tx7_D095,77,244.0,,TX7,14.1654680413273,14.155252805624377,11943,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S2,-40,54250,TXPB_77FwLu244Tx8_D095,77,244.0,,TX8,14.1362430413273,14.123072846348219,11950,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54243,TXPB_77FwLu244Tx1_D095,77,244.0,,TX1,14.0381546413273,14.017138894596398,11624,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54244,TXPB_77FwLu244Tx2_D095,77,244.0,,TX2,14.0684296413273,14.046989457336242,11631,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54245,TXPB_77FwLu244Tx3_D095,77,244.0,,TX3,14.0822346413273,14.059147760948642,11620,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54246,TXPB_77FwLu244Tx4_D095,77,244.0,,TX4,14.0891946413273,14.065291222810691,11622,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54247,TXPB_77FwLu244Tx5_D095,77,244.0,,TX5,14.0598696413273,14.039177983992474,11609,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54248,TXPB_77FwLu244Tx6_D095,77,244.0,,TX6,14.0766296413273,14.05559964476816,11625,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54249,TXPB_77FwLu244Tx7_D095,77,244.0,,TX7,14.0804096413273,14.064155956889755,11592,5.0
TXPA LUT244 @ 77GHz tests 54243-54250,TXPA,FE,S3,25,54250,TXPB_77FwLu244Tx8_D095,77,244.0,,TX8,14.061139641327301,14.040060561292876,11620,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53275,TXPA_81FwLu244Tx1_D095,81,244.0,,TX1,11.992137619334173,12.063176611432844,10378,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53276,TXPA_81FwLu244Tx2_D095,81,244.0,,TX2,12.031207619334173,12.104058168531058,10397,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53277,TXPA_81FwLu244Tx3_D095,81,244.0,,TX3,12.044527619334174,12.116150188892275,10387,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53278,TXPA_81FwLu244Tx4_D095,81,244.0,,TX4,12.063677619334173,12.13744074499517,10401,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53279,TXPA_81FwLu244Tx5_D095,81,244.0,,TX5,12.037622619334172,12.10908091869968,10402,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53280,TXPA_81FwLu244Tx6_D095,81,244.0,,TX6,12.032152619334173,12.107653022947474,10406,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53281,TXPA_81FwLu244Tx7_D095,81,244.0,,TX7,12.042347619334173,12.119120023642695,10398,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S1,135,53282,TXPA_81FwLu244Tx8_D095,81,244.0,,TX8,12.019097619334174,12.092317137603406,10400,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S2,-40,53275,TXPA_81FwLu244Tx1_D095,81,244.0,,TX1,13.4923994743342,13.461427761468752,11869,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S2,-40,53276,TXPA_81FwLu244Tx2_D095,81,244.0,,TX2,13.5281794743342,13.494481968644239,11863,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S2,-40,53277,TXPA_81FwLu244Tx3_D095,81,244.0,,TX3,13.5453644743342,13.513149554408372,11864,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S2,-40,53278,TXPA_81FwLu244Tx4_D095,81,244.0,,TX4,13.5474894743342,13.513916008295988,11881,5.0
TXPA LUT244 @ 81GHz tests 53275-53282,TXPA,FE,S2,-40,53279,TXPA_81FwLu244Tx5_D095,81,244.0,,TX5,13.529899474334199,13.499513294758222,11839,5.0
