TestNumber;OdiSource;Insertions;TestVariants;OdiScope;R;S;CalcMethod;Link2Evidence;Comment;JiraTasks
50027;INS_OFF;B2,Q1;8188;LowerLimit;;5;;;Updates from the Test-Q data;RSIPPTE-710
50027;INS_OFF;Q2,S2;8188;LowerLimit;;-10;;;Updates from the Test-Q data;RSIPPTE-710
50027;INS_OFF;B2,Q1;8188;UpperLimit;;-65;;;Updates from the Test-Q data;RSIPPTE-710
50027;INS_OFF;Q2;8188;UpperLimit;;-90;;;Updates from the Test-Q data;RSIPPTE-710
50027;INS_OFF;S2;8188;UpperLimit;;-100;;;Updates from the Test-Q data;RSIPPTE-710
50077;INS_OFF;B1,Q3,S1;8188;LowerLimit;;400;;;Updates from the Test-Q data;RSIPPTE-710
50077;INS_OFF;Q2,S2;8188;LowerLimit;;-190;;;Updates from the Test-Q data;RSIPPTE-710
50077;INS_OFF;B1,Q3,S1;8188;UpperLimit;;840;;;Updates from the Test-Q data;RSIPPTE-710
50077;INS_OFF;Q2;8188;UpperLimit;;-400;;;Updates from the Test-Q data;RSIPPTE-710
50077;INS_OFF;S2;8188;UpperLimit;;-455;;;Updates from the Test-Q data;RSIPPTE-710
50313;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-10;;;Updates from the Test-Q data;RSIPPTE-710
50313;INS_OFF;Q3,S1;8188;LowerLimit;;40;;;Updates from the Test-Q data;RSIPPTE-710
50313;INS_OFF;B1;8188;UpperLimit;;20;;;Updates from the Test-Q data;RSIPPTE-710
50313;INS_OFF;B2,Q1;8188;UpperLimit;;10;;;Updates from the Test-Q data;RSIPPTE-710
50313;INS_OFF;Q2;8188;UpperLimit;;-10;;;Updates from the Test-Q data;RSIPPTE-710
50313;INS_OFF;Q3,S1;8188;UpperLimit;;25;;;Updates from the Test-Q data;RSIPPTE-710
50313;INS_OFF;S2;8188;UpperLimit;;-5;;;Updates from the Test-Q data;RSIPPTE-710
50317;INS_OFF;B1,Q3,S1;8188;LowerLimit;;10;;;Updates from the Test-Q data;RSIPPTE-710
50337;INS_OFF;B1,Q3,S1;8188;LowerLimit;;5;;;Updates from the Test-Q data;RSIPPTE-710
50337;INS_OFF;Q2,S2;8188;LowerLimit;;-5;;;Updates from the Test-Q data;RSIPPTE-710
50337;INS_OFF;B1,Q3,S1;8188;UpperLimit;;5;;;Updates from the Test-Q data;RSIPPTE-710
50337;INS_OFF;S2;8188;UpperLimit;;-5;;;Updates from the Test-Q data;RSIPPTE-710
50371;INS_OFF;B1,Q3,S1;8188;LowerLimit;;-35;;;Updates from the Test-Q data;RSIPPTE-710
50371;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;10;;;Updates from the Test-Q data;RSIPPTE-710
50371;INS_OFF;B1,B2,Q1,Q2,Q3,S1;8188;UpperLimit;;-5;;;Updates from the Test-Q data;RSIPPTE-710
50371;INS_OFF;S2;8188;UpperLimit;;15;;;Updates from the Test-Q data;RSIPPTE-710
53059;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53059;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53059;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53059;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53060;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53060;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53060;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53060;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53061;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53061;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53061;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53061;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53062;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53062;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53062;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53062;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53063;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53063;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53063;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53063;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53064;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53064;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53064;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53064;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53065;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53065;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53065;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53065;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53066;INS_OFF;B1,Q3;8188;LowerLimit;;-9;;;Updates from the Test-Q data;RSIPPTE-710
53066;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;11;;;Updates from the Test-Q data;RSIPPTE-710
53066;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;29;;;Updates from the Test-Q data;RSIPPTE-710
53066;INS_OFF;Q2;8188;UpperLimit;;49;;;Updates from the Test-Q data;RSIPPTE-710
53067;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53067;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53067;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53067;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53067;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53068;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53068;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53068;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53068;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53068;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53069;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53069;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53069;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53069;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53069;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53070;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53070;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53070;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53070;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53070;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53071;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53071;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53071;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53071;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53071;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53072;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53072;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53072;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53072;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53072;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53073;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53073;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53073;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53073;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53073;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53074;INS_OFF;B1,Q3;8188;LowerLimit;;-23;;;Updates from the Test-Q data;RSIPPTE-710
53074;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;17;;;Updates from the Test-Q data;RSIPPTE-710
53074;INS_OFF;B1,Q3;8188;UpperLimit;;39;;;Updates from the Test-Q data;RSIPPTE-710
53074;INS_OFF;B2,Q1;8188;UpperLimit;;34;;;Updates from the Test-Q data;RSIPPTE-710
53074;INS_OFF;Q2;8188;UpperLimit;;54;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53179;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53180;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53181;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53182;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53183;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53184;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53185;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;B1,B2,Q2,Q3;8188;LowerLimit;;-1.2;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;Q1;8188;LowerLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;S1;8188;LowerLimit;;-2.7;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;S2;8188;LowerLimit;;-1.6;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;B1,Q3;8188;UpperLimit;;1.5;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;S1;8188;UpperLimit;;2.7;;;Updates from the Test-Q data;RSIPPTE-710
53186;INS_OFF;S2;8188;UpperLimit;;1.7;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53187;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53188;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53189;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53190;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53191;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53192;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53193;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;B1,Q3;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;B2,Q1,Q2,S2;8188;LowerLimit;;-0.4;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;S1;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;B1,Q3;8188;UpperLimit;;1.2;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;B2,Q1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;Q2;8188;UpperLimit;;2.3;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;S1;8188;UpperLimit;;1;;;Updates from the Test-Q data;RSIPPTE-710
53194;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;B1,Q3;8188;LowerLimit;;-0.5;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;S1;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;S2;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;B1,Q3;8188;UpperLimit;;1.4;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;B2,Q1;8188;UpperLimit;;0.5;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;Q2;8188;UpperLimit;;2.8;;;Updates from the Test-Q data;RSIPPTE-710
53195;INS_OFF;S1;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;B1,Q3;8188;LowerLimit;;-0.5;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;S1;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;S2;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;B1,Q3;8188;UpperLimit;;1.4;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;B2,Q1;8188;UpperLimit;;0.5;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;Q2;8188;UpperLimit;;2.8;;;Updates from the Test-Q data;RSIPPTE-710
53196;INS_OFF;S1;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;B1,Q3;8188;LowerLimit;;-0.5;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;S1;8188;LowerLimit;;-0.3;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;S2;8188;LowerLimit;;-0.2;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;B1,Q3;8188;UpperLimit;;1.4;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;B2,Q1;8188;UpperLimit;;0.5;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;Q2;8188;UpperLimit;;2.8;;;Updates from the Test-Q data;RSIPPTE-710
53197;INS_OFF;S1;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
53198;INS_OFF;B1,Q3;8188;LowerLimit;;-0.5;;;Updates from the Test-Q data;RSIPPTE-710
53198;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
