TestNumber;OdiSource;Insertions;TestVariants;OdiScope;R;S;CalcMethod;Link2Evidence;Comment;JiraTasks
55147;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55147;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55147;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55147;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55147;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55147;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55147;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55148;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55148;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55148;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55148;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55148;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55148;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55148;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55149;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55149;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55149;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55149;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55149;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55149;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55149;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55150;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55150;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55150;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55150;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55150;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55150;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55150;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55151;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55151;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55151;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55151;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55151;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55151;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55151;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55152;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55152;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55152;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55152;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55152;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55152;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55152;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55153;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55153;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55153;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55153;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55153;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55153;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55153;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55154;INS_OFF;B1,B2,Q1,Q2,Q3;8188;LowerLimit;;-1.4;;;Updates from the Test-Q data;RSIPPTE-710
55154;INS_OFF;S1;8188;LowerLimit;;-0.7;;;Updates from the Test-Q data;RSIPPTE-710
55154;INS_OFF;S2;8188;LowerLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55154;INS_OFF;B1,Q3;8188;UpperLimit;;0.6;;;Updates from the Test-Q data;RSIPPTE-710
55154;INS_OFF;B2,Q1,Q2;8188;UpperLimit;;-0.8;;;Updates from the Test-Q data;RSIPPTE-710
55154;INS_OFF;S1;8188;UpperLimit;;0.7;;;Updates from the Test-Q data;RSIPPTE-710
55154;INS_OFF;S2;8188;UpperLimit;;1.1;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55243;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55244;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55245;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55246;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55247;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55248;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55249;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;B1,Q3;8188;LowerLimit;;-5.8;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;B2,Q1,Q2;8188;LowerLimit;;-1.3;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;S1;8188;LowerLimit;;-3.6;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;S2;8188;LowerLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;B1,B2,Q1,Q3;8188;UpperLimit;;-0.9;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;Q2;8188;UpperLimit;;0.1;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;S1;8188;UpperLimit;;0.3;;;Updates from the Test-Q data;RSIPPTE-710
55250;INS_OFF;S2;8188;UpperLimit;;0.2;;;Updates from the Test-Q data;RSIPPTE-710
57039;INS_OFF;B1,B2;8188;LowerLimit;;-80;;;Updates from the Test-Q data;RSIPPTE-710
57039;INS_OFF;Q1,Q2,Q3;8188;LowerLimit;;-5;;;Updates from the Test-Q data;RSIPPTE-710
57039;INS_OFF;B1,B2;8188;UpperLimit;;91;;;Updates from the Test-Q data;RSIPPTE-710
57039;INS_OFF;Q1,Q2,Q3;8188;UpperLimit;;6;;;Updates from the Test-Q data;RSIPPTE-710
57279;INS_OFF;B1,B2;8188;LowerLimit;;-80;;;Updates from the Test-Q data;RSIPPTE-710
57279;INS_OFF;Q1,Q2,Q3;8188;LowerLimit;;-5;;;Updates from the Test-Q data;RSIPPTE-710
57279;INS_OFF;B1,B2;8188;UpperLimit;;91;;;Updates from the Test-Q data;RSIPPTE-710
57279;INS_OFF;Q1,Q2,Q3;8188;UpperLimit;;6;;;Updates from the Test-Q data;RSIPPTE-710
